date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region
01-09-22,Investment SIP,Investment,,8932,0,8932,0,39046,Bank Transfer,East
01-10-22,Salary,Income,Job,58568,58568,0,0,0,Auto Debit,West
01-10-22,Freelance,Income,Freelancing,8613,8613,0,0,0,Bank Transfer,West
01-10-22,Rent,Expense,,19689,0,19689,0,51579,Bank Transfer,West
01-10-22,Groceries,Expense,,8434,0,8434,0,51579,Card,West
01-10-22,Transport,Expense,,5722,0,5722,0,51579,Bank Transfer,West
01-10-22,Utilities,Expense,,5396,0,5396,0,51579,Card,West
01-10-22,Entertainment,Expense,,7917,0,7917,0,51579,UPI,West
01-10-22,Medical,Expense,,4478,0,4478,0,51579,UPI,West
01-10-22,Savings,Savings,,19554,0,0,19554,0,Bank Transfer,West
01-10-22,Investment SIP,Investment,,13213,0,13213,0,51579,UPI,West
01-11-22,Salary,Income,Job,82281,82281,0,0,0,Bank Transfer,East
01-11-22,Freelance,Income,Freelancing,21827,21827,0,0,0,UPI,East
01-11-22,Rent,Expense,,13211,0,13211,0,34827,UPI,East
01-11-22,Groceries,Expense,,7655,0,7655,0,34827,Auto Debit,East
01-11-22,Transport,Expense,,3762,0,3762,0,34827,UPI,East
01-11-22,Utilities,Expense,,3996,0,3996,0,34827,Card,East
01-11-22,Entertainment,Expense,,6537,0,6537,0,34827,Card,East
01-11-22,Medical,Expense,,1444,0,1444,0,34827,UPI,East
01-11-22,Savings,Savings,,17325,0,0,17325,0,Auto Debit,East
01-11-22,Investment SIP,Investment,,9589,0,9589,0,34827,Card,East
01-12-22,Salary,Income,Job,66152,66152,0,0,0,Auto Debit,North
01-12-22,Freelance,Income,Freelancing,19444,19444,0,0,0,Bank Transfer,North
01-12-22,Rent,Expense,,20441,0,20441,0,46968,Auto Debit,North
01-12-22,Groceries,Expense,,12821,0,12821,0,46968,Card,North
01-12-22,Transport,Expense,,4546,0,4546,0,46968,UPI,North
01-12-22,Utilities,Expense,,2830,0,2830,0,46968,UPI,North
01-12-22,Entertainment,Expense,,3219,0,3219,0,46968,Auto Debit,North
01-12-22,Medical,Expense,,2621,0,2621,0,46968,UPI,North
01-12-22,Savings,Savings,,19780,0,0,19780,0,UPI,North
01-12-22,Investment SIP,Investment,,12130,0,12130,0,46968,Auto Debit,North
01-01-23,Salary,Income,Job,74451,74451,0,0,0,UPI,South
01-01-23,Freelance,Income,Freelancing,22800,22800,0,0,0,Auto Debit,South
01-01-23,Rent,Expense,,16793,0,16793,0,41613,Card,South
01-01-23,Groceries,Expense,,10505,0,10505,0,41613,UPI,South
01-01-23,Transport,Expense,,4161,0,4161,0,41613,Bank Transfer,South
01-01-23,Utilities,Expense,,2806,0,2806,0,41613,Bank Transfer,South
01-01-23,Entertainment,Expense,,3752,0,3752,0,41613,UPI,South
01-01-23,Medical,Expense,,3923,0,3923,0,41613,Auto Debit,South
01-01-23,Savings,Savings,,10060,0,0,10060,0,Card,South
01-01-23,Investment SIP,Investment,,12152,0,12152,0,41613,Auto Debit,South
01-02-23,Salary,Income,Job,82931,82931,0,0,0,Bank Transfer,North
01-02-23,Freelance,Income,Freelancing,21813,21813,0,0,0,Card,North
01-02-23,Rent,Expense,,17986,0,17986,0,41812,Card,North
01-02-23,Groceries,Expense,,7691,0,7691,0,41812,Bank Transfer,North
01-02-23,Transport,Expense,,4181,0,4181,0,41812,Card,North
01-02-23,Utilities,Expense,,3087,0,3087,0,41812,Auto Debit,North
01-02-23,Entertainment,Expense,,6052,0,6052,0,41812,Card,North
01-02-23,Medical,Expense,,1511,0,1511,0,41812,Card,North
01-02-23,Savings,Savings,,9119,0,0,9119,0,Auto Debit,North
01-02-23,Investment SIP,Investment,,8712,0,8712,0,41812,Bank Transfer,North
01-03-23,Salary,Income,Job,85415,85415,0,0,0,UPI,South
01-03-23,Freelance,Income,Freelancing,10809,10809,0,0,0,Auto Debit,South
01-03-23,Rent,Expense,,13488,0,13488,0,41008,Card,South
01-03-23,Groceries,Expense,,10111,0,10111,0,41008,Auto Debit,South
01-03-23,Transport,Expense,,3869,0,3869,0,41008,Bank Transfer,South
01-03-23,Utilities,Expense,,3804,0,3804,0,41008,Bank Transfer,South
01-03-23,Entertainment,Expense,,5988,0,5988,0,41008,Bank Transfer,South
01-03-23,Medical,Expense,,3208,0,3208,0,41008,Bank Transfer,South
01-03-23,Savings,Savings,,16891,0,0,16891,0,Card,South
01-03-23,Investment SIP,Investment,,13578,0,13578,0,41008,UPI,South
01-04-23,Salary,Income,Job,77679,77679,0,0,0,Bank Transfer,South
01-04-23,Freelance,Income,Freelancing,11884,11884,0,0,0,Card,South
01-04-23,Rent,Expense,,16609,0,16609,0,40303,Auto Debit,South
01-04-23,Groceries,Expense,,9470,0,9470,0,40303,Card,South
01-04-23,Transport,Expense,,3230,0,3230,0,40303,Auto Debit,South
01-04-23,Utilities,Expense,,3638,0,3638,0,40303,UPI,South
01-04-23,Entertainment,Expense,,5329,0,5329,0,40303,Auto Debit,South
01-04-23,Medical,Expense,,1022,0,1022,0,40303,Card,South
01-04-23,Savings,Savings,,8074,0,0,8074,0,Card,South
01-04-23,Investment SIP,Investment,,13722,0,13722,0,40303,Bank Transfer,South
01-05-23,Salary,Income,Job,60317,60317,0,0,0,Auto Debit,North
01-05-23,Freelance,Income,Freelancing,17948,17948,0,0,0,Auto Debit,North
01-05-23,Rent,Expense,,20899,0,20899,0,52437,UPI,North
01-05-23,Groceries,Expense,,13399,0,13399,0,52437,Auto Debit,North
01-05-23,Transport,Expense,,4095,0,4095,0,52437,UPI,North
01-05-23,Utilities,Expense,,5368,0,5368,0,52437,Card,North
01-05-23,Entertainment,Expense,,7755,0,7755,0,52437,Auto Debit,North
01-05-23,Medical,Expense,,2712,0,2712,0,52437,Bank Transfer,North
01-05-23,Savings,Savings,,20719,0,0,20719,0,Auto Debit,North
01-05-23,Investment SIP,Investment,,7049,0,7049,0,52437,Card,North
01-06-23,Salary,Income,Job,88603,88603,0,0,0,Auto Debit,West
01-06-23,Freelance,Income,Freelancing,7755,7755,0,0,0,Card,West
01-06-23,Rent,Expense,,21891,0,21891,0,47860,Bank Transfer,West
01-06-23,Groceries,Expense,,7859,0,7859,0,47860,Bank Transfer,West
01-06-23,Transport,Expense,,4126,0,4126,0,47860,UPI,West
01-06-23,Utilities,Expense,,4437,0,4437,0,47860,UPI,West
01-06-23,Entertainment,Expense,,7685,0,7685,0,47860,Card,West
01-06-23,Medical,Expense,,2123,0,2123,0,47860,Card,West
01-06-23,Savings,Savings,,19902,0,0,19902,0,Card,West
01-06-23,Investment SIP,Investment,,5703,0,5703,0,47860,Auto Debit,West
01-07-23,Salary,Income,Job,46242,46242,0,0,0,UPI,North
01-07-23,Freelance,Income,Freelancing,7467,7467,0,0,0,UPI,North
01-07-23,Rent,Expense,,20781,0,20781,0,46985,UPI,North
01-07-23,Groceries,Expense,,13682,0,13682,0,46985,UPI,North
01-07-23,Transport,Expense,,3424,0,3424,0,46985,UPI,North
01-07-23,Utilities,Expense,,5155,0,5155,0,46985,Card,North
01-07-23,Entertainment,Expense,,3966,0,3966,0,46985,Bank Transfer,North
01-07-23,Medical,Expense,,1876,0,1876,0,46985,Bank Transfer,North
01-07-23,Savings,Savings,,11942,0,0,11942,0,Card,North
01-07-23,Investment SIP,Investment,,5440,0,5440,0,46985,Card,North
01-08-23,Salary,Income,Job,64780,64780,0,0,0,Bank Transfer,West
01-08-23,Freelance,Income,Freelancing,24922,24922,0,0,0,Bank Transfer,West
01-08-23,Rent,Expense,,12939,0,12939,0,36261,Auto Debit,West
01-08-23,Groceries,Expense,,8016,0,8016,0,36261,UPI,West
01-08-23,Transport,Expense,,3282,0,3282,0,36261,Bank Transfer,West
01-08-23,Utilities,Expense,,2714,0,2714,0,36261,UPI,West
01-08-23,Entertainment,Expense,,5778,0,5778,0,36261,UPI,West
01-08-23,Medical,Expense,,2293,0,2293,0,36261,Card,West
01-08-23,Savings,Savings,,12524,0,0,12524,0,Auto Debit,West
01-08-23,Investment SIP,Investment,,8680,0,8680,0,36261,Bank Transfer,West
01-09-23,Salary,Income,Job,48724,48724,0,0,0,UPI,East
01-09-23,Freelance,Income,Freelancing,13545,13545,0,0,0,Auto Debit,East
01-09-23,Rent,Expense,,13398,0,13398,0,42507,UPI,East
01-09-23,Groceries,Expense,,10479,0,10479,0,42507,Bank Transfer,East
01-09-23,Transport,Expense,,4155,0,4155,0,42507,Card,East
01-09-23,Utilities,Expense,,2613,0,2613,0,42507,Bank Transfer,East
01-09-23,Entertainment,Expense,,7489,0,7489,0,42507,UPI,East
01-09-23,Medical,Expense,,3583,0,3583,0,42507,UPI,East
01-09-23,Savings,Savings,,20490,0,0,20490,0,Auto Debit,East
01-09-23,Investment SIP,Investment,,5483,0,5483,0,42507,Auto Debit,East
01-10-23,Salary,Income,Job,63700,63700,0,0,0,Card,West
01-10-23,Freelance,Income,Freelancing,9109,9109,0,0,0,UPI,West
01-10-23,Rent,Expense,,12023,0,12023,0,44004,Bank Transfer,West
01-10-23,Groceries,Expense,,9929,0,9929,0,44004,Auto Debit,West
01-10-23,Transport,Expense,,5064,0,5064,0,44004,Bank Transfer,West
01-10-23,Utilities,Expense,,2632,0,2632,0,44004,Bank Transfer,West
01-10-23,Entertainment,Expense,,8372,0,8372,0,44004,Card,West
01-10-23,Medical,Expense,,4426,0,4426,0,44004,Bank Transfer,West
01-10-23,Savings,Savings,,10221,0,0,10221,0,Bank Transfer,West
01-10-23,Investment SIP,Investment,,8490,0,8490,0,44004,Bank Transfer,West
01-11-23,Salary,Income,Job,45663,45663,0,0,0,Auto Debit,East
01-11-23,Freelance,Income,Freelancing,24957,24957,0,0,0,Bank Transfer,East
01-11-23,Rent,Expense,,18164,0,18164,0,44954,Auto Debit,East
01-11-23,Groceries,Expense,,10415,0,10415,0,44954,Card,East
01-11-23,Transport,Expense,,3333,0,3333,0,44954,Auto Debit,East
01-11-23,Utilities,Expense,,2826,0,2826,0,44954,Bank Transfer,East
01-11-23,Entertainment,Expense,,8068,0,8068,0,44954,UPI,East
01-11-23,Medical,Expense,,816,0,816,0,44954,UPI,East
01-11-23,Savings,Savings,,16542,0,0,16542,0,UPI,East
01-11-23,Investment SIP,Investment,,13314,0,13314,0,44954,Card,East
01-12-23,Salary,Income,Job,54818,54818,0,0,0,Auto Debit,South
01-12-23,Freelance,Income,Freelancing,12993,12993,0,0,0,Auto Debit,South
01-12-23,Rent,Expense,,20623,0,20623,0,45106,UPI,South
01-12-23,Groceries,Expense,,10451,0,10451,0,45106,Auto Debit,South
01-12-23,Transport,Expense,,2719,0,2719,0,45106,UPI,South
01-12-23,Utilities,Expense,,3111,0,3111,0,45106,UPI,South
01-12-23,Entertainment,Expense,,8640,0,8640,0,45106,UPI,South
01-12-23,Medical,Expense,,1493,0,1493,0,45106,Card,South
01-12-23,Savings,Savings,,21329,0,0,21329,0,Auto Debit,South
01-12-23,Investment SIP,Investment,,8619,0,8619,0,45106,Bank Transfer,South
01-01-24,Salary,Income,Job,58628,58628,0,0,0,Bank Transfer,West
01-01-24,Freelance,Income,Freelancing,14011,14011,0,0,0,UPI,West
01-01-24,Rent,Expense,,15488,0,15488,0,42695,Auto Debit,West
01-01-24,Groceries,Expense,,11609,0,11609,0,42695,UPI,West
01-01-24,Transport,Expense,,5473,0,5473,0,42695,UPI,West
01-01-24,Utilities,Expense,,3450,0,3450,0,42695,Bank Transfer,West
01-01-24,Entertainment,Expense,,3633,0,3633,0,42695,UPI,West
01-01-24,Medical,Expense,,1125,0,1125,0,42695,Auto Debit,West
01-01-24,Savings,Savings,,21384,0,0,21384,0,Auto Debit,West
01-01-24,Investment SIP,Investment,,14015,0,14015,0,42695,Auto Debit,West
01-02-24,Salary,Income,Job,85151,85151,0,0,0,Bank Transfer,North
01-02-24,Freelance,Income,Freelancing,7964,7964,0,0,0,Auto Debit,North
01-02-24,Rent,Expense,,17050,0,17050,0,47101,UPI,North
01-02-24,Groceries,Expense,,11184,0,11184,0,47101,Auto Debit,North
01-02-24,Transport,Expense,,4806,0,4806,0,47101,Bank Transfer,North
01-02-24,Utilities,Expense,,3004,0,3004,0,47101,UPI,North
01-02-24,Entertainment,Expense,,7439,0,7439,0,47101,Auto Debit,North
01-02-24,Medical,Expense,,4406,0,4406,0,47101,UPI,North
01-02-24,Savings,Savings,,13276,0,0,13276,0,Card,North
01-02-24,Investment SIP,Investment,,10507,0,10507,0,47101,Card,North
01-03-24,Salary,Income,Job,86694,86694,0,0,0,UPI,West
01-03-24,Freelance,Income,Freelancing,9707,9707,0,0,0,UPI,West
01-03-24,Rent,Expense,,13149,0,13149,0,33439,UPI,West
01-03-24,Groceries,Expense,,7460,0,7460,0,33439,Card,West
01-03-24,Transport,Expense,,5863,0,5863,0,33439,Card,West
01-03-24,Utilities,Expense,,4108,0,4108,0,33439,Bank Transfer,West
01-03-24,Entertainment,Expense,,3271,0,3271,0,33439,UPI,West
01-03-24,Medical,Expense,,871,0,871,0,33439,Bank Transfer,West
01-03-24,Savings,Savings,,21595,0,0,21595,0,Bank Transfer,West
01-03-24,Investment SIP,Investment,,6744,0,6744,0,33439,Auto Debit,West
01-04-24,Salary,Income,Job,85054,85054,0,0,0,Auto Debit,West
01-04-24,Freelance,Income,Freelancing,9342,9342,0,0,0,UPI,West
01-04-24,Rent,Expense,,14610,0,14610,0,37959,UPI,West
01-04-24,Groceries,Expense,,6274,0,6274,0,37959,Card,West
01-04-24,Transport,Expense,,3643,0,3643,0,37959,Card,West
01-04-24,Utilities,Expense,,4579,0,4579,0,37959,Auto Debit,West
01-04-24,Entertainment,Expense,,5668,0,5668,0,37959,Bank Transfer,West
01-04-24,Medical,Expense,,3275,0,3275,0,37959,UPI,West
01-04-24,Savings,Savings,,9670,0,0,9670,0,Bank Transfer,West
01-04-24,Investment SIP,Investment,,10963,0,10963,0,37959,Auto Debit,West
01-05-24,Salary,Income,Job,64654,64654,0,0,0,Bank Transfer,East
01-05-24,Freelance,Income,Freelancing,11553,11553,0,0,0,Auto Debit,East
01-05-24,Rent,Expense,,16998,0,16998,0,41581,UPI,East
01-05-24,Groceries,Expense,,8270,0,8270,0,41581,Card,East
01-05-24,Transport,Expense,,3993,0,3993,0,41581,UPI,East
01-05-24,Utilities,Expense,,4904,0,4904,0,41581,UPI,East
01-05-24,Entertainment,Expense,,5120,0,5120,0,41581,UPI,East
01-05-24,Medical,Expense,,3984,0,3984,0,41581,Auto Debit,East
01-05-24,Savings,Savings,,15437,0,0,15437,0,UPI,East
01-05-24,Investment SIP,Investment,,13650,0,13650,0,41581,Auto Debit,East
01-06-24,Salary,Income,Job,67570,67570,0,0,0,Auto Debit,North
01-06-24,Freelance,Income,Freelancing,6968,6968,0,0,0,Auto Debit,North
01-06-24,Rent,Expense,,12063,0,12063,0,46286,Bank Transfer,North
01-06-24,Groceries,Expense,,10679,0,10679,0,46286,UPI,North
01-06-24,Transport,Expense,,5483,0,5483,0,46286,Card,North
01-06-24,Utilities,Expense,,5281,0,5281,0,46286,Card,North
01-06-24,Entertainment,Expense,,8328,0,8328,0,46286,UPI,North
01-06-24,Medical,Expense,,2661,0,2661,0,46286,UPI,North
01-06-24,Savings,Savings,,8667,0,0,8667,0,Bank Transfer,North
01-06-24,Investment SIP,Investment,,7115,0,7115,0,46286,UPI,North
01-07-24,Salary,Income,Job,51428,51428,0,0,0,Auto Debit,West
01-07-24,Freelance,Income,Freelancing,15958,15958,0,0,0,UPI,West
01-07-24,Rent,Expense,,21416,0,21416,0,44844,Bank Transfer,West
01-07-24,Groceries,Expense,,6301,0,6301,0,44844,Auto Debit,West
01-07-24,Transport,Expense,,4222,0,4222,0,44844,UPI,West
01-07-24,Utilities,Expense,,2889,0,2889,0,44844,Bank Transfer,West
01-07-24,Entertainment,Expense,,7244,0,7244,0,44844,Bank Transfer,West
01-07-24,Medical,Expense,,3002,0,3002,0,44844,Bank Transfer,West
01-07-24,Savings,Savings,,10738,0,0,10738,0,Auto Debit,West
01-07-24,Investment SIP,Investment,,5128,0,5128,0,44844,Auto Debit,West
01-08-24,Salary,Income,Job,60217,60217,0,0,0,Card,West
01-08-24,Freelance,Income,Freelancing,16090,16090,0,0,0,Card,West
01-08-24,Rent,Expense,,17991,0,17991,0,39999,UPI,West
01-08-24,Groceries,Expense,,6060,0,6060,0,39999,Auto Debit,West
01-08-24,Transport,Expense,,2589,0,2589,0,39999,UPI,West
01-08-24,Utilities,Expense,,5430,0,5430,0,39999,Bank Transfer,West
01-08-24,Entertainment,Expense,,4625,0,4625,0,39999,Bank Transfer,West
01-08-24,Medical,Expense,,3788,0,3788,0,39999,Card,West
01-08-24,Savings,Savings,,11537,0,0,11537,0,Auto Debit,West
01-08-24,Investment SIP,Investment,,6074,0,6074,0,39999,Card,West
01-09-24,Salary,Income,Job,73528,73528,0,0,0,Auto Debit,West
01-09-24,Freelance,Income,Freelancing,24880,24880,0,0,0,Auto Debit,West
01-09-24,Rent,Expense,,14971,0,14971,0,45849,Card,West
01-09-24,Groceries,Expense,,13520,0,13520,0,45849,Auto Debit,West
01-09-24,Transport,Expense,,2560,0,2560,0,45849,Bank Transfer,West
01-09-24,Utilities,Expense,,2688,0,2688,0,45849,Card,West
01-09-24,Entertainment,Expense,,8431,0,8431,0,45849,Card,West
01-09-24,Medical,Expense,,4084,0,4084,0,45849,Auto Debit,West
01-09-24,Savings,Savings,,18639,0,0,18639,0,UPI,West
01-09-24,Investment SIP,Investment,,10110,0,10110,0,45849,Bank Transfer,West
01-10-24,Salary,Income,Job,71222,71222,0,0,0,Card,East
01-10-24,Freelance,Income,Freelancing,21841,21841,0,0,0,Bank Transfer,East
01-10-24,Rent,Expense,,19763,0,19763,0,52764,UPI,East
01-10-24,Groceries,Expense,,11526,0,11526,0,52764,UPI,East
01-10-24,Transport,Expense,,2512,0,2512,0,52764,UPI,East
01-10-24,Utilities,Expense,,5209,0,5209,0,52764,Auto Debit,East
01-10-24,Entertainment,Expense,,8920,0,8920,0,52764,Card,East
01-10-24,Medical,Expense,,3104,0,3104,0,52764,Auto Debit,East
01-10-24,Savings,Savings,,17286,0,0,17286,0,Bank Transfer,East
01-10-24,Investment SIP,Investment,,11613,0,11613,0,52764,Auto Debit,East
01-11-24,Salary,Income,Job,51834,51834,0,0,0,UPI,West
01-11-24,Freelance,Income,Freelancing,14739,14739,0,0,0,UPI,West
01-11-24,Rent,Expense,,18319,0,18319,0,42503,Auto Debit,West
01-11-24,Groceries,Expense,,9231,0,9231,0,42503,Bank Transfer,West
01-11-24,Transport,Expense,,3484,0,3484,0,42503,Card,West
01-11-24,Utilities,Expense,,3657,0,3657,0,42503,Card,West
01-11-24,Entertainment,Expense,,5645,0,5645,0,42503,Card,West
01-11-24,Medical,Expense,,2788,0,2788,0,42503,Card,West
01-11-24,Savings,Savings,,13897,0,0,13897,0,Card,West
01-11-24,Investment SIP,Investment,,12242,0,12242,0,42503,Card,West
01-12-24,Salary,Income,Job,57008,57008,0,0,0,Bank Transfer,West
01-12-24,Freelance,Income,Freelancing,9261,9261,0,0,0,Card,West
01-12-24,Rent,Expense,,19756,0,19756,0,53075,Auto Debit,West
01-12-24,Groceries,Expense,,12954,0,12954,0,53075,UPI,West
01-12-24,Transport,Expense,,3890,0,3890,0,53075,Bank Transfer,West
01-12-24,Utilities,Expense,,4739,0,4739,0,53075,UPI,West
01-12-24,Entertainment,Expense,,7760,0,7760,0,53075,Auto Debit,West
01-12-24,Medical,Expense,,2342,0,2342,0,53075,Card,West
01-12-24,Savings,Savings,,13317,0,0,13317,0,Auto Debit,West
01-12-24,Investment SIP,Investment,,9857,0,9857,0,53075,Auto Debit,West
01-01-21,Salary,Income,Job,64441,64441,0,0,0,Auto Debit,North
01-01-21,Freelance,Income,Freelancing,12079,12079,0,0,0,Bank Transfer,North
01-01-21,Rent,Expense,,21578,0,21578,0,42749,UPI,North
01-01-21,Groceries,Expense,,7754,0,7754,0,42749,Auto Debit,North
01-01-21,Transport,Expense,,5316,0,5316,0,42749,Card,North
01-01-21,Utilities,Expense,,4272,0,4272,0,42749,Card,North
01-01-21,Entertainment,Expense,,3309,0,3309,0,42749,Card,North
01-01-21,Medical,Expense,,2201,0,2201,0,42749,UPI,North
01-01-21,Savings,Savings,,11390,0,0,11390,0,Card,North
01-01-21,Investment SIP,Investment,,9181,0,9181,0,42749,UPI,North
01-02-21,Salary,Income,Job,86908,86908,0,0,0,UPI,East
01-02-21,Freelance,Income,Freelancing,7466,7466,0,0,0,Card,East
01-02-21,Rent,Expense,,20866,0,20866,0,48964,Auto Debit,East
01-02-21,Groceries,Expense,,10476,0,10476,0,48964,UPI,East
01-02-21,Transport,Expense,,4789,0,4789,0,48964,Auto Debit,East
01-02-21,Utilities,Expense,,4500,0,4500,0,48964,Bank Transfer,East
01-02-21,Entertainment,Expense,,4619,0,4619,0,48964,UPI,East
01-02-21,Medical,Expense,,4463,0,4463,0,48964,Card,East
01-02-21,Savings,Savings,,8385,0,0,8385,0,Bank Transfer,East
01-02-21,Investment SIP,Investment,,7052,0,7052,0,48964,Bank Transfer,East
01-03-21,Salary,Income,Job,69087,69087,0,0,0,UPI,South
01-03-21,Freelance,Income,Freelancing,13292,13292,0,0,0,Card,South
01-03-21,Rent,Expense,,13762,0,13762,0,38279,Card,South
01-03-21,Groceries,Expense,,9672,0,9672,0,38279,Card,South
01-03-21,Transport,Expense,,3090,0,3090,0,38279,UPI,South
01-03-21,Utilities,Expense,,2926,0,2926,0,38279,Auto Debit,South
01-03-21,Entertainment,Expense,,6170,0,6170,0,38279,Card,South
01-03-21,Medical,Expense,,1370,0,1370,0,38279,UPI,South
01-03-21,Savings,Savings,,8586,0,0,8586,0,Bank Transfer,South
01-03-21,Investment SIP,Investment,,14102,0,14102,0,38279,Bank Transfer,South
01-04-21,Salary,Income,Job,89569,89569,0,0,0,Card,West
01-04-21,Freelance,Income,Freelancing,20705,20705,0,0,0,Card,West
01-04-21,Rent,Expense,,21923,0,21923,0,43041,Auto Debit,West
01-04-21,Groceries,Expense,,7428,0,7428,0,43041,UPI,West
01-04-21,Transport,Expense,,5260,0,5260,0,43041,Bank Transfer,West
01-04-21,Utilities,Expense,,2516,0,2516,0,43041,Card,West
01-04-21,Entertainment,Expense,,3980,0,3980,0,43041,Card,West
01-04-21,Medical,Expense,,3432,0,3432,0,43041,Card,West
01-04-21,Savings,Savings,,13346,0,0,13346,0,Bank Transfer,West
01-04-21,Investment SIP,Investment,,14801,0,14801,0,43041,UPI,West
01-05-21,Salary,Income,Job,46094,46094,0,0,0,Auto Debit,East
01-05-21,Freelance,Income,Freelancing,7146,7146,0,0,0,Card,East
01-05-21,Rent,Expense,,12019,0,12019,0,39807,Auto Debit,East
01-05-21,Groceries,Expense,,9501,0,9501,0,39807,Bank Transfer,East
01-05-21,Transport,Expense,,4000,0,4000,0,39807,Bank Transfer,East
01-05-21,Utilities,Expense,,5023,0,5023,0,39807,Card,East
01-05-21,Entertainment,Expense,,6541,0,6541,0,39807,Bank Transfer,East
01-05-21,Medical,Expense,,1590,0,1590,0,39807,Auto Debit,East
01-05-21,Savings,Savings,,9818,0,0,9818,0,Card,East
01-05-21,Investment SIP,Investment,,8165,0,8165,0,39807,Card,East
01-06-21,Salary,Income,Job,51454,51454,0,0,0,Card,North
01-06-21,Freelance,Income,Freelancing,7787,7787,0,0,0,UPI,North
01-06-21,Rent,Expense,,16833,0,16833,0,43995,Bank Transfer,North
01-06-21,Groceries,Expense,,11396,0,11396,0,43995,Bank Transfer,North
01-06-21,Transport,Expense,,5691,0,5691,0,43995,Auto Debit,North
