date,category,type,income_source,amount,income_amount,expense_amount,savings_amount,planned_budget,payment_method,region,Year,Month,Month_Year,Income,Expense,Savings,Budget_Variance,Expense_Ratio_%,Savings_Ratio_%,Budget_Used_%,Income_Contribution_%,Expense_Type,Spending_Status
2023-07-01,Investment SIP,Investment,,5943,0,5943,0,52081,UPI,East,2023,July,2023-07,0,0,0,52081,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-08-01,Salary,Income,Job,63040,63040,0,0,0,Card,South,2023,August,2023-08,63040,0,63040,0,0.0,100.0,0.0,0.22750771041458767,Non-Essential,Within Budget
2023-08-01,Freelance,Income,Freelancing,11958,11958,0,0,0,UPI,South,2023,August,2023-08,11958,0,11958,0,0.0,100.0,0.0,0.04315572971347778,Non-Essential,Within Budget
2023-08-01,Rent,Expense,,15613,0,15613,0,44076,UPI,South,2023,August,2023-08,0,15613,-15613,28463,0.0,0.0,35.42290588982666,0.0,Essential,Within Budget
2023-08-01,Groceries,Expense,,13299,0,13299,0,44076,Card,South,2023,August,2023-08,0,13299,-13299,30777,0.0,0.0,30.172883201742444,0.0,Essential,Within Budget
2023-08-01,Transport,Expense,,4709,0,4709,0,44076,UPI,South,2023,August,2023-08,0,4709,-4709,39367,0.0,0.0,10.683818858335602,0.0,Essential,Within Budget
2023-08-01,Utilities,Expense,,4703,0,4703,0,44076,UPI,South,2023,August,2023-08,0,4703,-4703,39373,0.0,0.0,10.670206007804701,0.0,Non-Essential,Within Budget
2023-08-01,Entertainment,Expense,,3238,0,3238,0,44076,Auto Debit,South,2023,August,2023-08,0,3238,-3238,40838,0.0,0.0,7.346401669842999,0.0,Non-Essential,Within Budget
2023-08-01,Medical,Expense,,1957,0,1957,0,44076,UPI,South,2023,August,2023-08,0,1957,-1957,42119,0.0,0.0,4.440058081495598,0.0,Non-Essential,Within Budget
2023-08-01,Savings,Savings,,13270,0,0,13270,0,UPI,South,2023,August,2023-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-08-01,Investment SIP,Investment,,8010,0,8010,0,44076,Card,South,2023,August,2023-08,0,0,0,44076,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-09-01,Salary,Income,Job,75550,75550,0,0,0,Card,South,2023,September,2023-09,75550,0,75550,0,0.0,100.0,0.0,0.27265557617103586,Non-Essential,Within Budget
2023-09-01,Freelance,Income,Freelancing,17246,17246,0,0,0,UPI,South,2023,September,2023-09,17246,0,17246,0,0.0,100.0,0.0,0.062239815574396874,Non-Essential,Within Budget
2023-09-01,Rent,Expense,,19933,0,19933,0,53977,Bank Transfer,South,2023,September,2023-09,0,19933,-19933,34044,0.0,0.0,36.92869185023251,0.0,Essential,Within Budget
2023-09-01,Groceries,Expense,,13812,0,13812,0,53977,UPI,South,2023,September,2023-09,0,13812,-13812,40165,0.0,0.0,25.5886766585768,0.0,Essential,Within Budget
2023-09-01,Transport,Expense,,3262,0,3262,0,53977,Bank Transfer,South,2023,September,2023-09,0,3262,-3262,50715,0.0,0.0,6.043314745169239,0.0,Essential,Within Budget
2023-09-01,Utilities,Expense,,3680,0,3680,0,53977,Bank Transfer,South,2023,September,2023-09,0,3680,-3680,50297,0.0,0.0,6.817718657946903,0.0,Non-Essential,Within Budget
2023-09-01,Entertainment,Expense,,8093,0,8093,0,53977,Bank Transfer,South,2023,September,2023-09,0,8093,-8093,45884,0.0,0.0,14.99342312466421,0.0,Non-Essential,Within Budget
2023-09-01,Medical,Expense,,3258,0,3258,0,53977,Card,South,2023,September,2023-09,0,3258,-3258,50719,0.0,0.0,6.035904181410601,0.0,Non-Essential,Within Budget
2023-09-01,Savings,Savings,,21773,0,0,21773,0,UPI,South,2023,September,2023-09,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-09-01,Investment SIP,Investment,,13990,0,13990,0,53977,Card,South,2023,September,2023-09,0,0,0,53977,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-10-01,Salary,Income,Job,66956,66956,0,0,0,UPI,North,2023,October,2023-10,66956,0,66956,0,0.0,100.0,0.0,0.2416403277049355,Non-Essential,Within Budget
2023-10-01,Freelance,Income,Freelancing,21726,21726,0,0,0,Bank Transfer,North,2023,October,2023-10,21726,0,21726,0,0.0,100.0,0.0,0.07840787621299702,Non-Essential,Within Budget
2023-10-01,Rent,Expense,,15415,0,15415,0,44954,UPI,North,2023,October,2023-10,0,15415,-15415,29539,0.0,0.0,34.290608177247854,0.0,Essential,Within Budget
2023-10-01,Groceries,Expense,,11146,0,11146,0,44954,Card,North,2023,October,2023-10,0,11146,-11146,33808,0.0,0.0,24.794234105974997,0.0,Essential,Within Budget
2023-10-01,Transport,Expense,,5648,0,5648,0,44954,Card,North,2023,October,2023-10,0,5648,-5648,39306,0.0,0.0,12.563954264359122,0.0,Essential,Within Budget
2023-10-01,Utilities,Expense,,5490,0,5490,0,44954,Card,North,2023,October,2023-10,0,5490,-5490,39464,0.0,0.0,12.2124838724029,0.0,Non-Essential,Within Budget
2023-10-01,Entertainment,Expense,,3036,0,3036,0,44954,Auto Debit,North,2023,October,2023-10,0,3036,-3036,41918,0.0,0.0,6.753570316323352,0.0,Non-Essential,Within Budget
2023-10-01,Medical,Expense,,3451,0,3451,0,44954,Bank Transfer,North,2023,October,2023-10,0,3451,-3451,41503,0.0,0.0,7.676736219246341,0.0,Non-Essential,Within Budget
2023-10-01,Savings,Savings,,9114,0,0,9114,0,Card,North,2023,October,2023-10,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-10-01,Investment SIP,Investment,,14737,0,14737,0,44954,Card,North,2023,October,2023-10,0,0,0,44954,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-11-01,Salary,Income,Job,55599,55599,0,0,0,UPI,East,2023,November,2023-11,55599,0,55599,0,0.0,100.0,0.0,0.20065357219766275,Non-Essential,Within Budget
2023-11-01,Freelance,Income,Freelancing,16443,16443,0,0,0,Card,East,2023,November,2023-11,16443,0,16443,0,0.0,100.0,0.0,0.05934183506261208,Non-Essential,Within Budget
2023-11-01,Rent,Expense,,18318,0,18318,0,44988,UPI,East,2023,November,2023-11,0,18318,-18318,26670,0.0,0.0,40.717524673246196,0.0,Essential,Within Budget
2023-11-01,Groceries,Expense,,11598,0,11598,0,44988,UPI,East,2023,November,2023-11,0,11598,-11598,33390,0.0,0.0,25.780208055481463,0.0,Essential,Within Budget
2023-11-01,Transport,Expense,,4366,0,4366,0,44988,Auto Debit,East,2023,November,2023-11,0,4366,-4366,40622,0.0,0.0,9.704810171601316,0.0,Essential,Within Budget
2023-11-01,Utilities,Expense,,4316,0,4316,0,44988,UPI,East,2023,November,2023-11,0,4316,-4316,40672,0.0,0.0,9.593669422957234,0.0,Non-Essential,Within Budget
2023-11-01,Entertainment,Expense,,3579,0,3579,0,44988,UPI,East,2023,November,2023-11,0,3579,-3579,41409,0.0,0.0,7.955454787943451,0.0,Non-Essential,Within Budget
2023-11-01,Medical,Expense,,917,0,917,0,44988,UPI,East,2023,November,2023-11,0,917,-917,44071,0.0,0.0,2.03832133013248,0.0,Non-Essential,Within Budget
2023-11-01,Savings,Savings,,9217,0,0,9217,0,Auto Debit,East,2023,November,2023-11,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-11-01,Investment SIP,Investment,,5704,0,5704,0,44988,Auto Debit,East,2023,November,2023-11,0,0,0,44988,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-12-01,Salary,Income,Job,84376,84376,0,0,0,Bank Transfer,South,2023,December,2023-12,84376,0,84376,0,0.0,100.0,0.0,0.30450809920592087,Non-Essential,Within Budget
2023-12-01,Freelance,Income,Freelancing,7243,7243,0,0,0,UPI,South,2023,December,2023-12,7243,0,7243,0,0.0,100.0,0.0,0.026139567679772505,Non-Essential,Within Budget
2023-12-01,Rent,Expense,,18553,0,18553,0,47071,UPI,South,2023,December,2023-12,0,18553,-18553,28518,0.0,0.0,39.41492638779715,0.0,Essential,Within Budget
2023-12-01,Groceries,Expense,,11925,0,11925,0,47071,UPI,South,2023,December,2023-12,0,11925,-11925,35146,0.0,0.0,25.33406980943681,0.0,Essential,Within Budget
2023-12-01,Transport,Expense,,4272,0,4272,0,47071,UPI,South,2023,December,2023-12,0,4272,-4272,42799,0.0,0.0,9.07565167512906,0.0,Essential,Within Budget
2023-12-01,Utilities,Expense,,3521,0,3521,0,47071,UPI,South,2023,December,2023-12,0,3521,-3521,43550,0.0,0.0,7.480189500966625,0.0,Non-Essential,Within Budget
2023-12-01,Entertainment,Expense,,7719,0,7719,0,47071,Auto Debit,South,2023,December,2023-12,0,7719,-7719,39352,0.0,0.0,16.398631854007775,0.0,Non-Essential,Within Budget
2023-12-01,Medical,Expense,,998,0,998,0,47071,Auto Debit,South,2023,December,2023-12,0,998,-998,46073,0.0,0.0,2.1202013978882963,0.0,Non-Essential,Within Budget
2023-12-01,Savings,Savings,,21873,0,0,21873,0,UPI,South,2023,December,2023-12,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2023-12-01,Investment SIP,Investment,,13399,0,13399,0,47071,Bank Transfer,South,2023,December,2023-12,0,0,0,47071,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-01-01,Salary,Income,Job,49866,49866,0,0,0,UPI,East,2024,January,2024-01,49866,0,49866,0,0.0,100.0,0.0,0.17996350709920417,Non-Essential,Within Budget
2024-01-01,Freelance,Income,Freelancing,11853,11853,0,0,0,Card,East,2024,January,2024-01,11853,0,11853,0,0.0,100.0,0.0,0.04277679079226059,Non-Essential,Within Budget
2024-01-01,Rent,Expense,,16684,0,16684,0,42765,Card,East,2024,January,2024-01,0,16684,-16684,26081,0.0,0.0,39.013211738571265,0.0,Essential,Within Budget
2024-01-01,Groceries,Expense,,11578,0,11578,0,42765,Card,East,2024,January,2024-01,0,11578,-11578,31187,0.0,0.0,27.073541447445344,0.0,Essential,Within Budget
2024-01-01,Transport,Expense,,4113,0,4113,0,42765,Auto Debit,East,2024,January,2024-01,0,4113,-4113,38652,0.0,0.0,9.61767800771659,0.0,Essential,Within Budget
2024-01-01,Utilities,Expense,,3815,0,3815,0,42765,Auto Debit,East,2024,January,2024-01,0,3815,-3815,38950,0.0,0.0,8.920846486612884,0.0,Non-Essential,Within Budget
2024-01-01,Entertainment,Expense,,6472,0,6472,0,42765,Auto Debit,East,2024,January,2024-01,0,6472,-6472,36293,0.0,0.0,15.13387115631942,0.0,Non-Essential,Within Budget
2024-01-01,Medical,Expense,,1815,0,1815,0,42765,Card,East,2024,January,2024-01,0,1815,-1815,40950,0.0,0.0,4.244124868467204,0.0,Non-Essential,Within Budget
2024-01-01,Savings,Savings,,14480,0,0,14480,0,Auto Debit,East,2024,January,2024-01,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-01-01,Investment SIP,Investment,,13455,0,13455,0,42765,UPI,East,2024,January,2024-01,0,0,0,42765,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-02-01,Salary,Income,Job,72956,72956,0,0,0,UPI,West,2024,February,2024-02,72956,0,72956,0,0.0,100.0,0.0,0.2632939803459178,Non-Essential,Within Budget
2024-02-01,Freelance,Income,Freelancing,20541,20541,0,0,0,Card,West,2024,February,2024-02,20541,0,20541,0,0.0,100.0,0.0,0.07413127981640301,Non-Essential,Within Budget
2024-02-01,Rent,Expense,,15034,0,15034,0,47221,Card,West,2024,February,2024-02,0,15034,-15034,32187,0.0,0.0,31.837529912538916,0.0,Essential,Within Budget
2024-02-01,Groceries,Expense,,10769,0,10769,0,47221,Bank Transfer,West,2024,February,2024-02,0,10769,-10769,36452,0.0,0.0,22.80553143728426,0.0,Essential,Within Budget
2024-02-01,Transport,Expense,,4816,0,4816,0,47221,UPI,West,2024,February,2024-02,0,4816,-4816,42405,0.0,0.0,10.198852205586498,0.0,Essential,Within Budget
2024-02-01,Utilities,Expense,,5354,0,5354,0,47221,Auto Debit,West,2024,February,2024-02,0,5354,-5354,41867,0.0,0.0,11.338175811609242,0.0,Non-Essential,Within Budget
2024-02-01,Entertainment,Expense,,6725,0,6725,0,47221,Card,West,2024,February,2024-02,0,6725,-6725,40496,0.0,0.0,14.2415450752843,0.0,Non-Essential,Within Budget
2024-02-01,Medical,Expense,,3358,0,3358,0,47221,Card,West,2024,February,2024-02,0,3358,-3358,43863,0.0,0.0,7.111242879227462,0.0,Non-Essential,Within Budget
2024-02-01,Savings,Savings,,11383,0,0,11383,0,UPI,West,2024,February,2024-02,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-02-01,Investment SIP,Investment,,6277,0,6277,0,47221,Card,West,2024,February,2024-02,0,0,0,47221,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-03-01,Salary,Income,Job,54821,54821,0,0,0,UPI,South,2024,March,2024-03,54821,0,54821,0,0.0,100.0,0.0,0.19784581523854872,Non-Essential,Within Budget
2024-03-01,Freelance,Income,Freelancing,19018,19018,0,0,0,Auto Debit,South,2024,March,2024-03,19018,0,19018,0,0.0,100.0,0.0,0.06863486098770033,Non-Essential,Within Budget
2024-03-01,Rent,Expense,,16932,0,16932,0,41456,Card,South,2024,March,2024-03,0,16932,-16932,24524,0.0,0.0,40.843303743728285,0.0,Essential,Within Budget
2024-03-01,Groceries,Expense,,8722,0,8722,0,41456,Bank Transfer,South,2024,March,2024-03,0,8722,-8722,32734,0.0,0.0,21.03917406406793,0.0,Essential,Within Budget
2024-03-01,Transport,Expense,,5583,0,5583,0,41456,Bank Transfer,South,2024,March,2024-03,0,5583,-5583,35873,0.0,0.0,13.467290621381705,0.0,Essential,Within Budget
2024-03-01,Utilities,Expense,,3894,0,3894,0,41456,Card,South,2024,March,2024-03,0,3894,-3894,37562,0.0,0.0,9.393091470474719,0.0,Non-Essential,Within Budget
2024-03-01,Entertainment,Expense,,3820,0,3820,0,41456,Auto Debit,South,2024,March,2024-03,0,3820,-3820,37636,0.0,0.0,9.214588961790815,0.0,Non-Essential,Within Budget
2024-03-01,Medical,Expense,,3031,0,3031,0,41456,Bank Transfer,South,2024,March,2024-03,0,3031,-3031,38425,0.0,0.0,7.311366267850252,0.0,Non-Essential,Within Budget
2024-03-01,Savings,Savings,,18314,0,0,18314,0,Bank Transfer,South,2024,March,2024-03,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-03-01,Investment SIP,Investment,,9118,0,9118,0,41456,UPI,South,2024,March,2024-03,0,0,0,41456,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-04-01,Salary,Income,Job,51484,51484,0,0,0,Auto Debit,South,2024,April,2024-04,51484,0,51484,0,0.0,100.0,0.0,0.18580277542805573,Non-Essential,Within Budget
2024-04-01,Freelance,Income,Freelancing,22650,22650,0,0,0,UPI,South,2024,April,2024-04,22650,0,22650,0,0.0,100.0,0.0,0.0817425387197083,Non-Essential,Within Budget
2024-04-01,Rent,Expense,,15882,0,15882,0,39747,Bank Transfer,South,2024,April,2024-04,0,15882,-15882,23865,0.0,0.0,39.957732659068604,0.0,Essential,Within Budget
2024-04-01,Groceries,Expense,,9441,0,9441,0,39747,Bank Transfer,South,2024,April,2024-04,0,9441,-9441,30306,0.0,0.0,23.752736055551363,0.0,Essential,Within Budget
2024-04-01,Transport,Expense,,3702,0,3702,0,39747,Card,South,2024,April,2024-04,0,3702,-3702,36045,0.0,0.0,9.3139104838101,0.0,Essential,Within Budget
2024-04-01,Utilities,Expense,,2586,0,2586,0,39747,Bank Transfer,South,2024,April,2024-04,0,2586,-2586,37161,0.0,0.0,6.506151407653407,0.0,Non-Essential,Within Budget
2024-04-01,Entertainment,Expense,,6985,0,6985,0,39747,UPI,South,2024,April,2024-04,0,6985,-6985,32762,0.0,0.0,17.573653357486098,0.0,Non-Essential,Within Budget
2024-04-01,Medical,Expense,,874,0,874,0,39747,UPI,South,2024,April,2024-04,0,874,-874,38873,0.0,0.0,2.198908093692606,0.0,Non-Essential,Within Budget
2024-04-01,Savings,Savings,,12571,0,0,12571,0,UPI,South,2024,April,2024-04,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-04-01,Investment SIP,Investment,,13873,0,13873,0,39747,Bank Transfer,South,2024,April,2024-04,0,0,0,39747,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-05-01,Salary,Income,Job,63864,63864,0,0,0,Auto Debit,West,2024,May,2024-05,63864,0,63864,0,0.0,100.0,0.0,0.23048147871061594,Non-Essential,Within Budget
2024-05-01,Freelance,Income,Freelancing,15471,15471,0,0,0,UPI,West,2024,May,2024-05,15471,0,15471,0,0.0,100.0,0.0,0.055833943334772936,Non-Essential,Within Budget
2024-05-01,Rent,Expense,,14562,0,14562,0,37126,UPI,West,2024,May,2024-05,0,14562,-14562,22564,0.0,0.0,39.2231859074503,0.0,Essential,Within Budget
2024-05-01,Groceries,Expense,,6623,0,6623,0,37126,Card,West,2024,May,2024-05,0,6623,-6623,30503,0.0,0.0,17.839250121208856,0.0,Essential,Within Budget
2024-05-01,Transport,Expense,,3128,0,3128,0,37126,UPI,West,2024,May,2024-05,0,3128,-3128,33998,0.0,0.0,8.425362279803911,0.0,Essential,Within Budget
2024-05-01,Utilities,Expense,,4094,0,4094,0,37126,Bank Transfer,West,2024,May,2024-05,0,4094,-4094,33032,0.0,0.0,11.027312395625707,0.0,Non-Essential,Within Budget
2024-05-01,Entertainment,Expense,,5065,0,5065,0,37126,Bank Transfer,West,2024,May,2024-05,0,5065,-5065,32061,0.0,0.0,13.642730162150515,0.0,Non-Essential,Within Budget
2024-05-01,Medical,Expense,,4419,0,4419,0,37126,Bank Transfer,West,2024,May,2024-05,0,4419,-4419,32707,0.0,0.0,11.902709691321446,0.0,Non-Essential,Within Budget
2024-05-01,Savings,Savings,,17445,0,0,17445,0,Card,West,2024,May,2024-05,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-05-01,Investment SIP,Investment,,8457,0,8457,0,37126,UPI,West,2024,May,2024-05,0,0,0,37126,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-06-01,Salary,Income,Job,73400,73400,0,0,0,Auto Debit,East,2024,June,2024-06,73400,0,73400,0,0.0,100.0,0.0,0.26489635064135053,Non-Essential,Within Budget
2024-06-01,Freelance,Income,Freelancing,7445,7445,0,0,0,UPI,East,2024,June,2024-06,7445,0,7445,0,0.0,100.0,0.0,0.02686857398535224,Non-Essential,Within Budget
2024-06-01,Rent,Expense,,14167,0,14167,0,38696,UPI,East,2024,June,2024-06,0,14167,-14167,24529,0.0,0.0,36.611019226793466,0.0,Essential,Within Budget
2024-06-01,Groceries,Expense,,7136,0,7136,0,38696,UPI,East,2024,June,2024-06,0,7136,-7136,31560,0.0,0.0,18.44118255116808,0.0,Essential,Within Budget
2024-06-01,Transport,Expense,,3048,0,3048,0,38696,UPI,East,2024,June,2024-06,0,3048,-3048,35648,0.0,0.0,7.87678313003928,0.0,Essential,Within Budget
2024-06-01,Utilities,Expense,,4549,0,4549,0,38696,Bank Transfer,East,2024,June,2024-06,0,4549,-4549,34147,0.0,0.0,11.755737027082901,0.0,Non-Essential,Within Budget
2024-06-01,Entertainment,Expense,,8327,0,8327,0,38696,Bank Transfer,East,2024,June,2024-06,0,8327,-8327,30369,0.0,0.0,21.519020053752325,0.0,Non-Essential,Within Budget
2024-06-01,Medical,Expense,,2470,0,2470,0,38696,Auto Debit,East,2024,June,2024-06,0,2470,-2470,36226,0.0,0.0,6.383088691337606,0.0,Non-Essential,Within Budget
2024-06-01,Savings,Savings,,17767,0,0,17767,0,UPI,East,2024,June,2024-06,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-06-01,Investment SIP,Investment,,5562,0,5562,0,38696,UPI,East,2024,June,2024-06,0,0,0,38696,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-07-01,Salary,Income,Job,50024,50024,0,0,0,Card,East,2024,July,2024-07,50024,0,50024,0,0.0,100.0,0.0,0.18053371995208337,Non-Essential,Within Budget
2024-07-01,Freelance,Income,Freelancing,17864,17864,0,0,0,Auto Debit,East,2024,July,2024-07,17864,0,17864,0,0.0,100.0,0.0,0.06447014179641807,Non-Essential,Within Budget
2024-07-01,Rent,Expense,,14892,0,14892,0,51632,Auto Debit,East,2024,July,2024-07,0,14892,-14892,36740,0.0,0.0,28.842578246048962,0.0,Essential,Within Budget
2024-07-01,Groceries,Expense,,12745,0,12745,0,51632,Card,East,2024,July,2024-07,0,12745,-12745,38887,0.0,0.0,24.68430430740626,0.0,Essential,Within Budget
2024-07-01,Transport,Expense,,5049,0,5049,0,51632,Auto Debit,East,2024,July,2024-07,0,5049,-5049,46583,0.0,0.0,9.778819336845366,0.0,Essential,Within Budget
2024-07-01,Utilities,Expense,,5209,0,5209,0,51632,Card,East,2024,July,2024-07,0,5209,-5209,46423,0.0,0.0,10.08870467926867,0.0,Non-Essential,Within Budget
2024-07-01,Entertainment,Expense,,8476,0,8476,0,51632,Card,East,2024,July,2024-07,0,8476,-8476,43156,0.0,0.0,16.416176014874495,0.0,Non-Essential,Within Budget
2024-07-01,Medical,Expense,,4137,0,4137,0,51632,Bank Transfer,East,2024,July,2024-07,0,4137,-4137,47495,0.0,0.0,8.012472885032539,0.0,Non-Essential,Within Budget
2024-07-01,Savings,Savings,,15514,0,0,15514,0,Bank Transfer,East,2024,July,2024-07,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-07-01,Investment SIP,Investment,,8583,0,8583,0,51632,Bank Transfer,East,2024,July,2024-07,0,0,0,51632,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-08-01,Salary,Income,Job,74350,74350,0,0,0,Auto Debit,West,2024,August,2024-08,74350,0,74350,0,0.0,100.0,0.0,0.26832484564283937,Non-Essential,Within Budget
2024-08-01,Freelance,Income,Freelancing,16241,16241,0,0,0,Bank Transfer,West,2024,August,2024-08,16241,0,16241,0,0.0,100.0,0.0,0.05861282875703233,Non-Essential,Within Budget
2024-08-01,Rent,Expense,,14652,0,14652,0,42616,Bank Transfer,West,2024,August,2024-08,0,14652,-14652,27964,0.0,0.0,34.3814529754083,0.0,Essential,Within Budget
2024-08-01,Groceries,Expense,,10823,0,10823,0,42616,Bank Transfer,West,2024,August,2024-08,0,10823,-10823,31793,0.0,0.0,25.396564670546272,0.0,Essential,Within Budget
2024-08-01,Transport,Expense,,3103,0,3103,0,42616,UPI,West,2024,August,2024-08,0,3103,-3103,39513,0.0,0.0,7.281302797071522,0.0,Essential,Within Budget
2024-08-01,Utilities,Expense,,5271,0,5271,0,42616,Bank Transfer,West,2024,August,2024-08,0,5271,-5271,37345,0.0,0.0,12.368593955321945,0.0,Non-Essential,Within Budget
2024-08-01,Entertainment,Expense,,5806,0,5806,0,42616,Auto Debit,West,2024,August,2024-08,0,5806,-5806,36810,0.0,0.0,13.623990989299795,0.0,Non-Essential,Within Budget
2024-08-01,Medical,Expense,,4172,0,4172,0,42616,Card,West,2024,August,2024-08,0,4172,-4172,38444,0.0,0.0,9.789750328515112,0.0,Non-Essential,Within Budget
2024-08-01,Savings,Savings,,15760,0,0,15760,0,Bank Transfer,West,2024,August,2024-08,0,0,0,0,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-08-01,Investment SIP,Investment,,9653,0,9653,0,42616,Card,West,2024,August,2024-08,0,0,0,42616,0.0,0.0,0.0,0.0,Non-Essential,Within Budget
2024-09-01,Salary,Income,Job,79501,79501,0,0,0,Auto Debit,West,2024,September,2024-09,79501,0,79501,0,0.0,100.0,0.0,0.28691450643512273,Non-Essential,Within Budget
2024-09-01,Freelance,Income,Freelancing,17119,17119,0,0,0,Bank Transfer,West,2024,September,2024-09,17119,0,17119,0,0.0,100.0,0.0,0.06178147992682942,Non-Essential,Within Budget
